Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[19]     0.0    0.00    0.00     310         std::_Head_base<0ul, Villain*, false>::_M_head(std::_Head_base<0ul, Villain*, false> const&) [19]
-----------------------------------------------
                0.00    0.00     310/310         Villain* const& std::__get_helper<0ul, Villain*, std::default_delete<Villain> >(std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> > const&) [21]
[20]     0.0    0.00    0.00     310         std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> >::_M_head(std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> > const&) [20]
                0.00    0.00     310/310         std::_Head_base<0ul, Villain*, false>::_M_head(std::_Head_base<0ul, Villain*, false> const&) [19]
-----------------------------------------------
                0.00    0.00     310/310         std::tuple_element<0ul, std::tuple<Villain*, std::default_delete<Villain> > >::type const& std::get<0ul, Villain*, std::default_delete<Villain> >(std::tuple<Villain*, std::default_delete<Villain> > const&) [22]
[21]     0.0    0.00    0.00     310         Villain* const& std::__get_helper<0ul, Villain*, std::default_delete<Villain> >(std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> > const&) [21]
                0.00    0.00     310/310         std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> >::_M_head(std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> > const&) [20]
-----------------------------------------------
                0.00    0.00     310/310         std::__uniq_ptr_impl<Villain, std::default_delete<Villain> >::_M_ptr() const [18]
[22]     0.0    0.00    0.00     310         std::tuple_element<0ul, std::tuple<Villain*, std::default_delete<Villain> > >::type const& std::get<0ul, Villain*, std::default_delete<Villain> >(std::tuple<Villain*, std::default_delete<Villain> > const&) [22]
                0.00    0.00     310/310         Villain* const& std::__get_helper<0ul, Villain*, std::default_delete<Villain> >(std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> > const&) [21]
-----------------------------------------------
                0.00    0.00      12/199         CharacterFactory::serialize[abi:cxx11](std::unique_ptr<Trainee, std::default_delete<Trainee> >&) [154]
                0.00    0.00      61/199         CharacterFactory::BaseCharacter::show_status() const [53]
                0.00    0.00     126/199         CharacterFactory::BaseCharacter::defend() [27]
[23]     0.0    0.00    0.00     199         CharacterFactory::BaseCharacter::get_defense_pts() const [23]
-----------------------------------------------
                0.00    0.00      71/197         Game::game_loop() [185]
                0.00    0.00     126/197         Engine::fight() [76]
[24]     0.0    0.00    0.00     197         CharacterFactory::BaseCharacter::isAlive() [24]
                0.00    0.00     197/333         CharacterFactory::BaseCharacter::get_HP() const [15]
-----------------------------------------------
                0.00    0.00       6/190         Fighter::attack() [189]
                0.00    0.00      12/190         CharacterFactory::serialize[abi:cxx11](std::unique_ptr<Trainee, std::default_delete<Trainee> >&) [154]
                0.00    0.00      61/190         CharacterFactory::BaseCharacter::show_status() const [53]
                0.00    0.00     111/190         CharacterFactory::BaseCharacter::attack() [30]
[25]     0.0    0.00    0.00     190         CharacterFactory::BaseCharacter::get_attack_pts() const [25]
-----------------------------------------------
                0.00    0.00     143/143         Game::game_loop() [185]
[26]     0.0    0.00    0.00     143         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [26]
-----------------------------------------------
                0.00    0.00     126/126         Engine::fight() [76]
[27]     0.0    0.00    0.00     126         CharacterFactory::BaseCharacter::defend() [27]
                0.00    0.00     126/199         CharacterFactory::BaseCharacter::get_defense_pts() const [23]
-----------------------------------------------
                0.00    0.00     126/126         Engine::fight() [76]
[28]     0.0    0.00    0.00     126         CharacterFactory::BaseCharacter::sub_HP(unsigned int, unsigned int) [28]
-----------------------------------------------
                0.00    0.00       6/123         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [331]
                0.00    0.00      29/123         void std::__relocate_object_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [102]
                0.00    0.00      30/123         void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [166]
                0.00    0.00      58/123         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__relocate_a_1<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [117]
[29]     0.0    0.00    0.00     123         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [29]
-----------------------------------------------
                0.00    0.00     111/111         Engine::fight() [76]
[30]     0.0    0.00    0.00     111         CharacterFactory::BaseCharacter::attack() [30]
                0.00    0.00     111/190         CharacterFactory::BaseCharacter::get_attack_pts() const [25]
-----------------------------------------------
                0.00    0.00      12/102         CharacterFactory::serialize[abi:cxx11](std::unique_ptr<Trainee, std::default_delete<Trainee> >&) [154]
                0.00    0.00      29/102         Engine::fight() [76]
                0.00    0.00      61/102         CharacterFactory::BaseCharacter::show_status() const [53]
[31]     0.0    0.00    0.00     102         CharacterFactory::BaseCharacter::get_name[abi:cxx11]() const [31]
-----------------------------------------------
                0.00    0.00       1/80          main [6]
                0.00    0.00      27/80          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_range_check(unsigned long) const [107]
                0.00    0.00      52/80          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_check_len(unsigned long, char const*) const [149]
[32]     0.0    0.00    0.00      80         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::size() const [32]
-----------------------------------------------
                0.00    0.00       6/79          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [209]
                0.00    0.00      73/79          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [40]
[33]     0.0    0.00    0.00      79         std::char_traits<char>::length(char const*) [33]
-----------------------------------------------
                0.00    0.00      78/78          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__relocate_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [116]
[34]     0.0    0.00    0.00      78         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__niter_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [34]
-----------------------------------------------
                0.00    0.00      73/73          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [38]
[35]     0.0    0.00    0.00      73         bool __gnu_cxx::__is_null_pointer<char const>(char const*) [35]
-----------------------------------------------
                0.00    0.00      12/73          CharacterFactory::serialize[abi:cxx11](std::unique_ptr<Trainee, std::default_delete<Trainee> >&) [154]
                0.00    0.00      61/73          CharacterFactory::BaseCharacter::show_status() const [53]
[36]     0.0    0.00    0.00      73         CharacterFactory::BaseCharacter::get_level() const [36]
-----------------------------------------------
                0.00    0.00      73/73          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [40]
[37]     0.0    0.00    0.00      73         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*) [37]
                0.00    0.00      73/73          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char const*>(char const*, char const*, std::__false_type) [39]
-----------------------------------------------
                0.00    0.00      73/73          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char const*>(char const*, char const*, std::__false_type) [39]
[38]     0.0    0.00    0.00      73         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [38]
                0.00    0.00      73/73          bool __gnu_cxx::__is_null_pointer<char const>(char const*) [35]
                0.00    0.00      73/73          std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [43]
-----------------------------------------------
                0.00    0.00      73/73          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*) [37]
[39]     0.0    0.00    0.00      73         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char const*>(char const*, char const*, std::__false_type) [39]
                0.00    0.00      73/73          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [38]
-----------------------------------------------
                0.00    0.00       3/73          CharacterFactory::BaseCharacter::BaseCharacter(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [219]
                0.00    0.00       6/73          Bot::Bot() [319]
                0.00    0.00      29/73          std::_MakeUniq<Villain>::__single_object std::make_unique<Villain, char const (&) [8], int>(char const (&) [8], int&&) [100]
                0.00    0.00      35/73          CharacterFactory::BaseCharacter::BaseCharacter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int) [71]
[40]     0.0    0.00    0.00      73         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [40]
                0.00    0.00      73/79          std::char_traits<char>::length(char const*) [33]
                0.00    0.00      73/73          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*) [37]
-----------------------------------------------
                0.00    0.00      73/73          std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [43]
[41]     0.0    0.00    0.00      73         std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [41]
-----------------------------------------------
                0.00    0.00      73/73          std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [43]
[42]     0.0    0.00    0.00      73         std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [42]
-----------------------------------------------
                0.00    0.00      73/73          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [38]
[43]     0.0    0.00    0.00      73         std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [43]
                0.00    0.00      73/73          std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [42]
                0.00    0.00      73/73          std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [41]
-----------------------------------------------
                0.00    0.00       9/70          Mage::show_status() const [173]
                0.00    0.00      61/70          CharacterFactory::BaseCharacter::show_status() const [53]
[44]     0.0    0.00    0.00      70         CharacterFactory::BaseCharacter::get_class_name[abi:cxx11]() const [44]
-----------------------------------------------
                0.00    0.00       6/67          void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [201]
                0.00    0.00      13/67          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [150]
                0.00    0.00      24/67          void std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [120]
                0.00    0.00      24/67          void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [118]
[45]     0.0    0.00    0.00      67         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::type&) [45]
-----------------------------------------------
                0.00    0.00       1/66          std::unique_ptr<Trainee, std::default_delete<Trainee> >::~unique_ptr() [127]
                0.00    0.00      11/66          std::unique_ptr<Trainee, std::default_delete<Trainee> >::reset(Trainee*) [129]
                0.00    0.00      54/66          std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Trainee*> >, std::is_move_constructible<Trainee*>, std::is_move_assignable<Trainee*> >::value, void>::type std::swap<Trainee*>(Trainee*&, Trainee*&) [133]
[46]     0.0    0.00    0.00      66         std::remove_reference<Trainee*&>::type&& std::move<Trainee*&>(Trainee*&) [46]
-----------------------------------------------
                0.00    0.00      65/65          Game::game_loop() [185]
[47]     0.0    0.00    0.00      65         Game::behavior_options() [47]
-----------------------------------------------
                0.00    0.00      63/63          std::_Tuple_impl<0ul, Trainee*, std::default_delete<Trainee> >::_M_head(std::_Tuple_impl<0ul, Trainee*, std::default_delete<Trainee> >&) [49]
[48]     0.0    0.00    0.00      63         std::_Head_base<0ul, Trainee*, false>::_M_head(std::_Head_base<0ul, Trainee*, false>&) [48]
-----------------------------------------------
                0.00    0.00      63/63          Trainee*& std::__get_helper<0ul, Trainee*, std::default_delete<Trainee> >(std::_Tuple_impl<0ul, Trainee*, std::default_delete<Trainee> >&) [51]
[49]     0.0    0.00    0.00      63         std::_Tuple_impl<0ul, Trainee*, std::default_delete<Trainee> >::_M_head(std::_Tuple_impl<0ul, Trainee*, std::default_delete<Trainee> >&) [49]
                0.00    0.00      63/63          std::_Head_base<0ul, Trainee*, false>::_M_head(std::_Head_base<0ul, Trainee*, false>&) [48]
-----------------------------------------------
                0.00    0.00       8/63          std::__uniq_ptr_impl<Trainee, std::default_delete<Trainee> >::__uniq_ptr_impl(Trainee*) [178]
                0.00    0.00      18/63          std::unique_ptr<Trainee, std::default_delete<Trainee> >::reset(Trainee*) [129]
                0.00    0.00      18/63          std::unique_ptr<Trainee, std::default_delete<Trainee> >::release() [130]
                0.00    0.00      19/63          std::unique_ptr<Trainee, std::default_delete<Trainee> >::~unique_ptr() [127]
[50]     0.0    0.00    0.00      63         std::__uniq_ptr_impl<Trainee, std::default_delete<Trainee> >::_M_ptr() [50]
                0.00    0.00      63/63          std::tuple_element<0ul, std::tuple<Trainee*, std::default_delete<Trainee> > >::type& std::get<0ul, Trainee*, std::default_delete<Trainee> >(std::tuple<Trainee*, std::default_delete<Trainee> >&) [52]
-----------------------------------------------
                0.00    0.00      63/63          std::tuple_element<0ul, std::tuple<Trainee*, std::default_delete<Trainee> > >::type& std::get<0ul, Trainee*, std::default_delete<Trainee> >(std::tuple<Trainee*, std::default_delete<Trainee> >&) [52]
[51]     0.0    0.00    0.00      63         Trainee*& std::__get_helper<0ul, Trainee*, std::default_delete<Trainee> >(std::_Tuple_impl<0ul, Trainee*, std::default_delete<Trainee> >&) [51]
                0.00    0.00      63/63          std::_Tuple_impl<0ul, Trainee*, std::default_delete<Trainee> >::_M_head(std::_Tuple_impl<0ul, Trainee*, std::default_delete<Trainee> >&) [49]
-----------------------------------------------
                0.00    0.00      63/63          std::__uniq_ptr_impl<Trainee, std::default_delete<Trainee> >::_M_ptr() [50]
[52]     0.0    0.00    0.00      63         std::tuple_element<0ul, std::tuple<Trainee*, std::default_delete<Trainee> > >::type& std::get<0ul, Trainee*, std::default_delete<Trainee> >(std::tuple<Trainee*, std::default_delete<Trainee> >&) [52]
                0.00    0.00      63/63          Trainee*& std::__get_helper<0ul, Trainee*, std::default_delete<Trainee> >(std::_Tuple_impl<0ul, Trainee*, std::default_delete<Trainee> >&) [51]
-----------------------------------------------
                0.00    0.00       5/61          Fighter::level_up() [210]
                0.00    0.00       9/61          Engine::show() [157]
                0.00    0.00      18/61          Trainee::level_up() [128]
                0.00    0.00      29/61          Engine::fight() [76]
[53]     0.0    0.00    0.00      61         CharacterFactory::BaseCharacter::show_status() const [53]
                0.00    0.00      61/102         CharacterFactory::BaseCharacter::get_name[abi:cxx11]() const [31]
                0.00    0.00      61/70          CharacterFactory::BaseCharacter::get_class_name[abi:cxx11]() const [44]
                0.00    0.00      61/73          CharacterFactory::BaseCharacter::get_level() const [36]
                0.00    0.00      61/333         CharacterFactory::BaseCharacter::get_HP() const [15]
                0.00    0.00      61/190         CharacterFactory::BaseCharacter::get_attack_pts() const [25]
                0.00    0.00      61/199         CharacterFactory::BaseCharacter::get_defense_pts() const [23]
-----------------------------------------------
                0.00    0.00       6/59          void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [201]
                0.00    0.00      24/59          void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [118]
                0.00    0.00      29/59          void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [82]
[54]     0.0    0.00    0.00      59         operator new(unsigned long, void*) [54]
-----------------------------------------------
                0.00    0.00      58/58          std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> >::_M_head(std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> >&) [56]
[55]     0.0    0.00    0.00      58         std::_Head_base<0ul, Villain*, false>::_M_head(std::_Head_base<0ul, Villain*, false>&) [55]
-----------------------------------------------
                0.00    0.00      58/58          Villain*& std::__get_helper<0ul, Villain*, std::default_delete<Villain> >(std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> >&) [58]
[56]     0.0    0.00    0.00      58         std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> >::_M_head(std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> >&) [56]
                0.00    0.00      58/58          std::_Head_base<0ul, Villain*, false>::_M_head(std::_Head_base<0ul, Villain*, false>&) [55]
-----------------------------------------------
                0.00    0.00      29/58          std::unique_ptr<Villain, std::default_delete<Villain> >::~unique_ptr() [90]
                0.00    0.00      29/58          std::__uniq_ptr_impl<Villain, std::default_delete<Villain> >::__uniq_ptr_impl(Villain*) [95]
[57]     0.0    0.00    0.00      58         std::__uniq_ptr_impl<Villain, std::default_delete<Villain> >::_M_ptr() [57]
                0.00    0.00      58/58          std::tuple_element<0ul, std::tuple<Villain*, std::default_delete<Villain> > >::type& std::get<0ul, Villain*, std::default_delete<Villain> >(std::tuple<Villain*, std::default_delete<Villain> >&) [59]
-----------------------------------------------
                0.00    0.00      58/58          std::tuple_element<0ul, std::tuple<Villain*, std::default_delete<Villain> > >::type& std::get<0ul, Villain*, std::default_delete<Villain> >(std::tuple<Villain*, std::default_delete<Villain> >&) [59]
[58]     0.0    0.00    0.00      58         Villain*& std::__get_helper<0ul, Villain*, std::default_delete<Villain> >(std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> >&) [58]
                0.00    0.00      58/58          std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> >::_M_head(std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> >&) [56]
-----------------------------------------------
                0.00    0.00      58/58          std::__uniq_ptr_impl<Villain, std::default_delete<Villain> >::_M_ptr() [57]
[59]     0.0    0.00    0.00      58         std::tuple_element<0ul, std::tuple<Villain*, std::default_delete<Villain> > >::type& std::get<0ul, Villain*, std::default_delete<Villain> >(std::tuple<Villain*, std::default_delete<Villain> >&) [59]
                0.00    0.00      58/58          Villain*& std::__get_helper<0ul, Villain*, std::default_delete<Villain> >(std::_Tuple_impl<0ul, Villain*, std::default_delete<Villain> >&) [58]
-----------------------------------------------
                0.00    0.00      29/58          void std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [97]
                0.00    0.00      29/58          void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [82]
[60]     0.0    0.00    0.00      58         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [60]
-----------------------------------------------
                0.00    0.00      26/52          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [150]
                0.00    0.00      26/52          __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::difference_type __gnu_cxx::operator-<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [148]
[61]     0.0    0.00    0.00      52         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base() const [61]
-----------------------------------------------
                0.00    0.00      48/48          std::_Tuple_impl<1ul, std::default_delete<Trainee> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<Trainee> >&) [64]
[62]     0.0    0.00    0.00      48         std::_Head_base<1ul, std::default_delete<Trainee>, true>::_M_head(std::_Head_base<1ul, std::default_delete<Trainee>, true>&) [62]
-----------------------------------------------
                0.00    0.00       1/48          std::unique_ptr<Trainee, std::default_delete<Trainee> >::~unique_ptr() [127]
                0.00    0.00      11/48          std::unique_ptr<Trainee, std::default_delete<Trainee> >::reset(Trainee*) [129]
                0.00    0.00      36/48          std::unique_ptr<Trainee, std::default_delete<Trainee> >::operator=(std::unique_ptr<Trainee, std::default_delete<Trainee> >&&) [131]
